# provenance
# target	aptus data-acquisition brief target 2 — communication scenarios (file 2 of 2): the scope item <-> communication scenario bridge
# source_url	https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope
# source_title	SAP S/4HANA Cloud Public Edition — "Available Interfaces for Your Selected Scope" (SAP_S4HANA_BEST_PRACTICES, version 2608). SAP's own words: "This overview provides a mapping of SAP S/4HANA Cloud Public Edition scope items and available APIs in the respective business context".
# source_table_columns	Scope Item ID | Description | Interface ID | Interface Description | Interface Type | Communication Scenario ID | New This Release | Link to Set-Up Instructions
# access_method	anonymous read of help.sap.com's own published content service (http.svc/pagecontent). No login, no api.sap.com traffic, no DOM scraping.
# date_read	2026-09-07
# release	2608
# rows_in_source_table	5658
# completeness	complete for this source: every row of the published table was parsed, and 1149 distinct scope-item/scenario pairs resulted. Floor with respect to SAP overall — a scope item whose scenario SAP documents only in its Set-Up Instructions (SAP Signavio Process Navigator, login required) and not in this table is not here, and the size of that gap cannot be measured from this source.
# scope_items_covered	353 distinct scope items appear in the table
# link_source	PUBLISHED on every row: SAP states the scope item and the communication scenario in the same table row. No row in this file is derived.
# empty_columns	mandatory is empty on every row: the published table does not state whether a scenario is mandatory or optional for the scope item. SAP states that per scope item in its Set-Up Instructions. Empty means not published, not "optional".
# empty_scope_item_id	17 source rows carry no scope item because SAP marks them "Relevant for solution" (the interface applies to the whole solution, not one scope item). They are kept with an empty scope_item_id and the evidence says so, rather than dropped.
# not_claimed	this file states what SAP publishes for release 2608. It says nothing about what any tenant has activated or arranged.
scope_item_id	comm_scenario_id	mandatory	source_url	link_source	evidence
19E	SAP_COM_0294		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 19E ("Supplier Classification and Segmentation") against Communication Scenario ID SAP_COM_0294 on 10 row(s); interface(s): API_PURGPRCGCONDITIONRECORD_SRV_0001, API_PURGPRICINGCONDITIONTYPE_SRV_0001, API_PURGPRICINGPROCEDURE_SRV_0001, API_SLSPRCGACCESSSEQUENCE_0001_G4BA, API_SLSPRCGCNDNEXCLUSION_0001_G4BA, API_SLSPRCGCONDITIONFIELD_0001_G4BA, API_SLSPRCGCONDITIONTABLE_0001_G4BA, API_SLSPRICINGCONDITIONRECORD_SRV_0001, API_SLSPRICINGCONDITIONTYPE_SRV_0001, API_SLSPRICINGPROCEDURE_SRV_0001; interface type(s): OData.
19E	SAP_COM_0295		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 19E ("Supplier Classification and Segmentation") against Communication Scenario ID SAP_COM_0295 on 2 row(s); interface(s): CO_MMCM_ESR_PURG_PRICING_COND, CO_SDCM_ESR_SALES_PRICING_COND; interface type(s): SOAP.
19M	SAP_COM_0674		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 19M ("Direct Debit") against Communication Scenario ID SAP_COM_0674 on 7 row(s); interface(s): BAPI_SEPAMANDAT_GETDETAIL, FIN_CFIN_SEPA_GET_SRC_DATA, FIN_CFIN_SEPA_MIGRATE, SEPAMANDATE_CHANGE_ALE, SEPAMANDATE_CREATE_ALE, SEPAMANDATE_SAVEREPLICA; interface type(s): RFC, IDoc.
19M	SAP_COM_0719		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 19M ("Direct Debit") against Communication Scenario ID SAP_COM_0719 on 1 row(s); interface(s): API_APAR_SEPA_MANDATE_SRV_0001; interface type(s): OData.
19Y	SAP_COM_0018		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 19Y ("SAP ERP Actual and Committed Spend Integration") against Communication Scenario ID SAP_COM_0018 on 3 row(s); interface(s): CO_MSM_PROJECT_ERPBY_IDQUERY_R, CO_MSM_PROJECT_ERPCREATE_REQUE, CO_MSM_PROJECT_ERPUPDATE_REQUE; interface type(s): SOAP.
1A8	SAP_COM_0054		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1A8 ("Internal Project Management – Project-Based Services") against Communication Scenario ID SAP_COM_0054 on 4 row(s); interface(s): /CPD/SC_EXTERNAL_SERVICES_SRV_0001, /CPD/SC_PROJ_ENGMT_CREATE_UPD_SRV_0001, API_CV_ATTACHMENT_SRV_0001, API_ENGAGEMENTPROJECTFORECAST_0001_G4BA; interface type(s): OData.
1A8	SAP_COM_0294		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1A8 ("Internal Project Management – Project-Based Services") against Communication Scenario ID SAP_COM_0294 on 10 row(s); interface(s): API_PURGPRCGCONDITIONRECORD_SRV_0001, API_PURGPRICINGCONDITIONTYPE_SRV_0001, API_PURGPRICINGPROCEDURE_SRV_0001, API_SLSPRCGACCESSSEQUENCE_0001_G4BA, API_SLSPRCGCNDNEXCLUSION_0001_G4BA, API_SLSPRCGCONDITIONFIELD_0001_G4BA, API_SLSPRCGCONDITIONTABLE_0001_G4BA, API_SLSPRICINGCONDITIONRECORD_SRV_0001, API_SLSPRICINGCONDITIONTYPE_SRV_0001, API_SLSPRICINGPROCEDURE_SRV_0001; interface type(s): OData.
1A8	SAP_COM_0295		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1A8 ("Internal Project Management – Project-Based Services") against Communication Scenario ID SAP_COM_0295 on 2 row(s); interface(s): CO_MMCM_ESR_PURG_PRICING_COND, CO_SDCM_ESR_SALES_PRICING_COND; interface type(s): SOAP.
1A8	SAP_COM_0945		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1A8 ("Internal Project Management – Project-Based Services") against Communication Scenario ID SAP_COM_0945 on 1 row(s); interface(s): API_SERVICE_ORGANIZATION_G4BA; interface type(s): OData.
1B6	SAP_COM_0294		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1B6 ("Sales Rebate Processing") against Communication Scenario ID SAP_COM_0294 on 10 row(s); interface(s): API_PURGPRCGCONDITIONRECORD_SRV_0001, API_PURGPRICINGCONDITIONTYPE_SRV_0001, API_PURGPRICINGPROCEDURE_SRV_0001, API_SLSPRCGACCESSSEQUENCE_0001_G4BA, API_SLSPRCGCNDNEXCLUSION_0001_G4BA, API_SLSPRCGCONDITIONFIELD_0001_G4BA, API_SLSPRCGCONDITIONTABLE_0001_G4BA, API_SLSPRICINGCONDITIONRECORD_SRV_0001, API_SLSPRICINGCONDITIONTYPE_SRV_0001, API_SLSPRICINGPROCEDURE_SRV_0001; interface type(s): OData.
1B6	SAP_COM_0295		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1B6 ("Sales Rebate Processing") against Communication Scenario ID SAP_COM_0295 on 2 row(s); interface(s): CO_MMCM_ESR_PURG_PRICING_COND, CO_SDCM_ESR_SALES_PRICING_COND; interface type(s): SOAP.
1B6	SAP_COM_0335		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1B6 ("Sales Rebate Processing") against Communication Scenario ID SAP_COM_0335 on 1 row(s); interface(s): API_CONDITION_CONTRACT_TYPE_0001; interface type(s): OData.
1B6	SAP_COM_0555		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1B6 ("Sales Rebate Processing") against Communication Scenario ID SAP_COM_0555 on 1 row(s); interface(s): CO_EDI_SETTLMTDOC_REQUEST_OUT; interface type(s): SOAP.
1B6	SAP_COM_0709		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1B6 ("Sales Rebate Processing") against Communication Scenario ID SAP_COM_0709 on 1 row(s); interface(s): API_SETTLMT_DOC_TYPE_G4BA; interface type(s): OData.
1B6	SAP_COM_0710		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1B6 ("Sales Rebate Processing") against Communication Scenario ID SAP_COM_0710 on 1 row(s); interface(s): API_SETTLMT_PROC_TYPE_G4BA; interface type(s): OData.
1B6	SAP_COM_0714		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1B6 ("Sales Rebate Processing") against Communication Scenario ID SAP_COM_0714 on 1 row(s); interface(s): API_SETTLMT_DOC_G4BA; interface type(s): OData.
1B6	SAP_COM_0729		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1B6 ("Sales Rebate Processing") against Communication Scenario ID SAP_COM_0729 on 1 row(s); interface(s): API_CONDITION_CONTRACT_G4BA; interface type(s): OData.
1E1	SAP_COM_0110		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1E1 ("Quality Management in Discrete and Process Manufacturing") against Communication Scenario ID SAP_COM_0110 on 4 row(s); interface(s): API_CHARCATTRIBUTECATALOG_SRV_0001, API_INSPECTIONMETHOD_SRV_0001, API_INSPECTIONPLAN_SRV_0001, API_MASTERINSPCHARACTERISTIC_SRV_0001; interface type(s): OData.
1E1	SAP_COM_0124		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1E1 ("Quality Management in Discrete and Process Manufacturing") against Communication Scenario ID SAP_COM_0124 on 7 row(s); interface(s): BAPI_INSPLOT_GETDETAIL, BAPI_INSPLOT_GETLIST, BAPI_INSPLOT_GETOPERATIONS, BAPI_INSPLOT_SETUSAGEDECISION, BAPI_INSPOPER_GETCHAR, BAPI_INSPOPER_GETDETAIL, BAPI_INSPOPER_RECORDRESULTS; interface type(s): RFC.
1E1	SAP_COM_0153		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1E1 ("Quality Management in Discrete and Process Manufacturing") against Communication Scenario ID SAP_COM_0153 on 8 row(s); interface(s): API_CV_ATTACHMENT_SRV_0001, API_DEFECTCATEGORY_SRV_0001, API_DEFECTCLASS_SRV_0001, API_DEFECTCODE_SRV_0001, API_DEFECT_G4BA, API_DEFECT_SRV_0001, API_QUALITYNOTIFICATION_G4BA, API_QUALITYTASK_G4BA; interface type(s): OData.
1E1	SAP_COM_0318		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1E1 ("Quality Management in Discrete and Process Manufacturing") against Communication Scenario ID SAP_COM_0318 on 2 row(s); interface(s): API_INSPECTIONLOT_SRV_0001, API_USAGEDCSNSELDCODESET_G4BA; interface type(s): OData.
1E3	SAP_COM_0328		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1E3 ("Material Replenishment with Kanban – External Procurement") against Communication Scenario ID SAP_COM_0328 on 1 row(s); interface(s): API_PRODUCTIONSUPPLYAREA_SRV_0001; interface type(s): OData.
1E3	SAP_COM_0330		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1E3 ("Material Replenishment with Kanban – External Procurement") against Communication Scenario ID SAP_COM_0330 on 1 row(s); interface(s): API_KANBAN_CONTROL_CYCLE_SRV_0002; interface type(s): OData.
1E3	SAP_COM_0520		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1E3 ("Material Replenishment with Kanban – External Procurement") against Communication Scenario ID SAP_COM_0520 on 1 row(s); interface(s): CO_PPKAB_ESR_JITCALL_NOTIF_OUT; interface type(s): SOAP.
1EG	SAP_COM_0251		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1EG ("Bank Integration with File Interface") against Communication Scenario ID SAP_COM_0251 on 1 row(s); interface(s): CO_FAP_POS_POSITIVE_PAY_OUT; interface type(s): SOAP.
1EG	SAP_COM_0316		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1EG ("Bank Integration with File Interface") against Communication Scenario ID SAP_COM_0316 on 1 row(s); interface(s): BANKSTATEMENTPOST_IN; interface type(s): SOAP.
1EG	SAP_COM_0388		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1EG ("Bank Integration with File Interface") against Communication Scenario ID SAP_COM_0388 on 1 row(s); interface(s): API_CN_BANK_RECONCILIAITON_SRV_0001; interface type(s): OData.
1EZ	SAP_COM_0158		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1EZ ("Credit Memo Processing") against Communication Scenario ID SAP_COM_0158 on 3 row(s); interface(s): API_CREDITMEMOREQUEST_0001_G4BA, API_CREDIT_MEMO_REQUEST_SRV_0001, API_CREDIT_MEMO_REQ_SIMULATION_SRV_0001; interface type(s): OData.
1EZ	SAP_COM_0294		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1EZ ("Credit Memo Processing") against Communication Scenario ID SAP_COM_0294 on 10 row(s); interface(s): API_PURGPRCGCONDITIONRECORD_SRV_0001, API_PURGPRICINGCONDITIONTYPE_SRV_0001, API_PURGPRICINGPROCEDURE_SRV_0001, API_SLSPRCGACCESSSEQUENCE_0001_G4BA, API_SLSPRCGCNDNEXCLUSION_0001_G4BA, API_SLSPRCGCONDITIONFIELD_0001_G4BA, API_SLSPRCGCONDITIONTABLE_0001_G4BA, API_SLSPRICINGCONDITIONRECORD_SRV_0001, API_SLSPRICINGCONDITIONTYPE_SRV_0001, API_SLSPRICINGPROCEDURE_SRV_0001; interface type(s): OData.
1EZ	SAP_COM_0295		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1EZ ("Credit Memo Processing") against Communication Scenario ID SAP_COM_0295 on 2 row(s); interface(s): CO_MMCM_ESR_PURG_PRICING_COND, CO_SDCM_ESR_SALES_PRICING_COND; interface type(s): SOAP.
1EZ	SAP_COM_0421		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1EZ ("Credit Memo Processing") against Communication Scenario ID SAP_COM_0421 on 2 row(s); interface(s): CO_EDO_TR_CLIENT_EDESPATCH_SE1, CO_EDO_TR_CLIENT_EDESPATCH_SER; interface type(s): SOAP.
1EZ	SAP_COM_0422		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1EZ ("Credit Memo Processing") against Communication Scenario ID SAP_COM_0422 on 4 row(s); interface(s): CO_EDO_TR_CLIENT_EINVOICE_SER1, CO_EDO_TR_CLIENT_EINVOICE_SER3, CO_EDO_TR_CLIENT_EINVOICE_SERV, CO_EDO_TR_CONS_INV_TRANSM_SERV; interface type(s): SOAP.
1EZ	SAP_COM_0626		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1EZ ("Credit Memo Processing") against Communication Scenario ID SAP_COM_0626 on 1 row(s); interface(s): EDO_LE_INBOUND_NOTI_SRV_0001; interface type(s): OData.
1EZ	SAP_COM_0629		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1EZ ("Credit Memo Processing") against Communication Scenario ID SAP_COM_0629 on 1 row(s); interface(s): CO_EDO_IN_EINV_TRANS; interface type(s): SOAP.
1EZ	SAP_COM_0631		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1EZ ("Credit Memo Processing") against Communication Scenario ID SAP_COM_0631 on 3 row(s); interface(s): CO_EDO_PT_RECEIVE_MESSAGE_V1_0, CO_EDO_PT_SEND_CREDITNOTE_V1_0, CO_EDO_PT_SEND_INVOICE_V1_0; interface type(s): SOAP.
1EZ	SAP_COM_0669		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1EZ ("Credit Memo Processing") against Communication Scenario ID SAP_COM_0669 on 12 row(s); interface(s): CO_EDO_CL_BOLETA_V11, CO_EDO_CL_CHILE_MAIL_UPDATE, CO_EDO_CL_DAILY_BOLETA_SUMMARY, CO_EDO_CL_DELIVERYNOTE_SERV, CO_EDO_CL_DTE_GETSTATUS_SERV, CO_EDO_CL_DTE_TRANSMIS_SERV, CO_EDO_CL_IDTE_ACKTOSII_SERV, CO_EDO_CL_IDTE_ENVIORECIB_SERV, CO_EDO_CL_IDTE_SERV, CO_EDO_CL_SIGN_ENVIODTE; interface type(s): SOAP.
1EZ	SAP_COM_0689		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1EZ ("Credit Memo Processing") against Communication Scenario ID SAP_COM_0689 on 6 row(s); interface(s): CO_EDO_GR_CANCEL_INVOICE, CO_EDO_GR_EXPENSE_CLASSIFICATI, CO_EDO_GR_INCOME_CLASSIFICATIO, CO_EDO_GR_REQUEST_DOCS3, CO_EDO_GR_REQUEST_VATINFO, CO_EDO_GR_SEND_INVOICE2; interface type(s): SOAP.
1EZ	SAP_COM_0846		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1EZ ("Credit Memo Processing") against Communication Scenario ID SAP_COM_0846 on 6 row(s); interface(s): CO_EDO_CH_GET_STATUS, CO_EDO_CH_INVOICE_TRANS_SERV, CO_EDO_CH_RECEIVE_INVOICE; interface type(s): SOAP.
1EZ	SAP_COM_0856		https://help.sap.com/docs/s4hana-best-practices/s4cld-api/available-interfaces-for-your-selected-scope	PUBLISHED	SAP published table "Available Interfaces for Your Selected Scope" (2608) lists scope item 1EZ ("Credit Memo Processing") against Communication Scenario ID SAP_COM_0856 on 1 row(s); interface(s): CO_EDO_PL_KSEF_TRANS_SERV_V1; interface type(s): SOAP.
